ID,V2,V5,V6,DrivingStyle
DR_45916,569,1653,2,3
DR_27769,562,2179,2,1
DR_51092,559,2330,2,2
DR_31750,561,3032,2,3
DR_42783,538,2618,2,3
DR_58722,549,1559,2,2
DR_50919,560,1274,2,3
DR_64276,584,1944,2,3
DR_33256,563,1832,2,3
DR_53623,562,1691,2,3
DR_42178,560,1633,2,2
DR_10949,554,1715,2,3
DR_17749,542,1936,2,3
DR_50678,562,1889,2,3
DR_67146,519,2361,2,3
DR_12833,568,1825,2,2
DR_47147,686,2600,2,2
DR_67027,1112,4698,4,3
DR_38002,543,2578,2,1
DR_48670,627,2668,2,1
DR_13515,550,2275,2,3
DR_65758,1693,29377,6,3
DR_52919,556,1245,2,3
DR_20754,555,1471,2,3
DR_59123,590,2354,2,2
DR_35256,529,1661,2,2
DR_39005,1643,11600,6,2
DR_15901,565,1160,2,3
DR_15767,1692,12341,5,2
DR_62868,1712,17646,6,1
DR_18605,553,968,2,3
DR_6128,1926,9830,5,2
DR_35667,1677,28658,6,3
DR_35774,578,1919,2,3
DR_38377,1961,21938,5,2
DR_10070,554,1614,2,2
DR_25736,538,1524,2,2
DR_16991,1707,21366,6,1
DR_59162,1722,24364,6,3
DR_53673,1200,2639,3,2
DR_16787,538,1405,2,2
DR_5329,677,3092,2,3
DR_34501,585,1904,2,2
DR_60286,1682,11491,5,3
DR_14486,550,2333,2,2
DR_37872,578,2122,2,3
DR_17058,774,2523,2,3
DR_4995,558,1964,2,3
DR_24057,953,3255,3,2
DR_24017,571,2227,2,2
DR_71357,583,1438,2,2
DR_40748,552,2283,2,2
DR_52532,578,1985,2,2
DR_56563,566,1665,2,2
DR_29068,595,2063,2,2
DR_39897,576,1989,2,2
DR_61701,660,7515,2,2
DR_23143,518,1458,2,2
DR_39887,590,1908,2,2
DR_24185,588,2004,2,2
DR_13640,554,1564,2,2
DR_21663,1126,2206,3,2
DR_43280,547,1890,2,2
DR_57413,574,1981,2,2
DR_52215,640,2443,2,2
DR_10249,582,1735,2,2
DR_11888,661,3047,2,2
DR_37048,560,2162,2,2
DR_27151,594,2378,2,2
DR_11496,543,1712,2,2
DR_38667,862,2284,4,3
DR_51481,538,2226,2,2
DR_49218,568,1951,2,2
DR_47233,673,2860,2,1
DR_53409,584,2255,2,3
DR_11476,620,3317,2,1
DR_66192,567,1925,2,2
DR_72308,550,1815,2,2
DR_66323,564,1273,2,1
DR_58109,1005,3452,4,3
DR_31496,627,2609,2,1
DR_53510,997,3030,3,2
DR_30036,590,2028,2,3
DR_4381,533,2112,2,1
DR_41506,549,1834,2,2
DR_30501,585,2303,2,2
DR_38903,557,1488,2,2
DR_13385,578,1719,2,2
DR_36677,545,2233,2,2
DR_24738,547,1853,2,3
DR_48685,558,2196,2,2
DR_20242,519,1482,2,2
DR_10878,769,5106,3,2
DR_36405,551,2394,2,2
DR_67147,509,1307,2,3
DR_23016,1646,16013,5,1
DR_52009,1696,27062,6,3
DR_65693,1717,14137,5,1
DR_73001,946,2288,3,2
DR_18618,530,1674,2,2
DR_22810,584,1560,2,2
DR_6759,562,2358,2,2
DR_40918,548,1844,2,2
DR_49109,943,3881,4,1
DR_74593,2073,33451,6,1
DR_74229,556,1330,2,2
DR_23891,1981,13639,4,1
DR_6568,561,2561,2,2
DR_59231,552,2142,2,1
DR_64253,612,2445,2,2
DR_54159,576,2378,2,2
DR_6543,571,2676,2,1
DR_73933,589,1771,2,2
DR_28975,543,1284,2,2
DR_51881,687,2477,2,2
DR_39782,525,2180,2,2
DR_7035,546,1710,2,2
DR_61326,545,2296,2,2
DR_31629,516,1800,2,2
DR_49077,540,1627,2,2
DR_20922,590,1369,2,2
DR_5198,575,1686,2,2
DR_64340,579,635,2,2
DR_17534,542,1881,2,3
DR_50091,1738,23009,6,1
DR_45481,547,1330,2,2
DR_36386,545,2132,2,2
DR_22453,519,1717,2,2
DR_60567,601,1559,2,3
DR_56402,588,3495,2,2
DR_25838,558,2274,2,3
DR_19104,571,2144,2,3
DR_19236,562,1203,2,2
DR_23151,536,1497,2,3
DR_67797,581,1933,2,1
DR_52380,598,1393,2,1
DR_45261,550,1917,2,3
DR_12922,737,3565,2,3
DR_36107,584,1799,2,3
DR_26750,1725,18369,6,1
DR_61593,1219,11964,2,2
DR_28607,1349,12946,5,3
DR_21130,1734,25903,6,1
DR_48407,609,2852,2,3
DR_28301,1461,764,4,2
DR_74740,1659,9157,5,1
DR_21118,950,2169,4,3
DR_61760,622,2300,2,2
DR_61068,1699,17814,4,2
DR_35114,1057,1081,4,3
DR_62115,990,6315,2,3
DR_72634,609,2376,2,2
DR_47904,535,1915,2,3
DR_35846,622,1266,2,3
DR_26311,642,2371,2,1
DR_13655,941,2393,4,2
DR_22322,610,2526,2,1
DR_56896,601,2780,2,2
DR_60808,551,1662,2,2
DR_57320,589,2954,2,2
DR_64816,546,2436,2,2
DR_56008,492,865,2,2
DR_28733,564,1811,2,2
DR_75185,571,2044,2,2
DR_70585,660,1723,2,2
DR_23402,562,888,2,2
DR_46347,517,861,2,2
DR_68486,574,2015,2,2
DR_66163,569,1025,2,2
DR_50860,566,2122,2,2
DR_75113,590,1653,2,2
DR_61902,582,1839,2,2
DR_36058,547,770,2,2
DR_73532,625,984,2,3
DR_66044,1711,10684,4,1
DR_10190,579,1907,2,3
DR_75152,704,1536,2,2
DR_19979,621,1810,2,2
DR_17723,529,979,2,3
DR_25454,556,1699,2,3
DR_14635,617,1458,2,3
DR_16364,527,1317,2,2
DR_55334,541,1460,2,3
DR_43477,885,2454,3,3
DR_27512,566,1937,2,3
DR_64712,557,1926,2,3
DR_60145,565,2019,2,3
DR_11216,900,3094,3,2
DR_30461,505,1335,2,3
DR_37903,1002,3188,4,3
DR_60561,545,1584,2,1
DR_67028,1227,13025,4,3
DR_11414,583,2347,2,2
DR_55836,1712,17520,4,2
DR_41751,1939,14147,4,3
DR_20409,581,705,2,2
DR_64170,1716,26086,6,2
DR_22033,1757,32209,6,2
DR_4625,2023,24609,5,1
DR_26459,1953,17506,4,1
DR_59716,2076,29807,6,1
DR_35045,1694,20715,6,2
DR_14148,995,4282,4,3
DR_53246,1706,32067,6,2
DR_59461,1709,20417,6,1
DR_28537,1973,23265,5,3
DR_55209,625,3125,2,2
DR_6002,1705,32324,6,2
DR_35798,563,1839,2,3
DR_62051,2016,13674,5,2
DR_48161,521,1588,2,2
DR_70695,498,785,2,3
DR_22125,2020,22818,6,1
DR_49312,531,1999,2,3
DR_52297,522,2053,2,3
DR_52515,477,1350,2,3
DR_62777,539,1724,2,1
DR_58866,638,2419,2,2
DR_32464,1727,15623,6,1
DR_19692,605,1836,2,2
DR_6059,517,2181,2,1
DR_11543,543,1466,2,2
DR_57812,572,2518,2,2
DR_67478,565,1286,2,2
DR_68082,606,1895,2,2
DR_25138,538,1612,2,2
DR_37347,523,1560,2,2
DR_12919,588,2003,2,2
DR_62893,534,1992,2,2
DR_17526,555,894,2,2
DR_14104,563,1668,2,1
DR_42357,554,2167,2,2
DR_50322,586,1452,2,2
DR_32897,531,874,2,3
DR_20937,518,1169,2,3
DR_16856,552,1268,2,3
DR_42795,534,894,2,3
DR_54322,565,1507,2,3
DR_69155,544,1277,2,2
DR_25576,568,1824,2,3
DR_44877,554,1490,2,2
DR_22146,535,1622,2,3
DR_12086,276,96,2,2
DR_64455,564,1515,2,2
DR_13726,552,1248,2,3
DR_34490,685,2761,2,2
DR_58431,591,1654,2,3
DR_65511,597,1450,2,2
DR_41631,572,2023,2,3
DR_32054,1226,9763,2,3
DR_63380,554,1314,2,3
DR_57843,592,1558,2,3
DR_71123,1711,18585,5,2
DR_54250,573,1946,2,3
DR_36332,599,1930,2,1
DR_13427,840,2317,3,2
DR_13851,594,2000,2,3
DR_33241,610,3082,2,3
DR_68261,1707,10760,5,1
DR_64794,1705,34036,6,1
DR_25328,1015,2203,4,3
DR_71887,550,2783,2,2
DR_50137,2072,29571,6,1
DR_50725,1924,53595,7,1
DR_53975,1479,11501,5,2
DR_26182,566,1818,2,2
DR_60194,598,1753,2,3
DR_20965,1979,12395,6,2
DR_49509,2042,34647,6,3
DR_56154,2100,20460,5,2
DR_54081,560,1517,2,3
DR_71314,562,1821,2,2
DR_4493,541,1870,2,3
DR_55842,974,3207,3,2
DR_4234,1294,4675,4,3
DR_46369,570,2729,2,3
DR_33936,587,2096,2,2
DR_34319,590,2882,2,3
DR_53021,627,2527,2,2
DR_40400,540,2628,2,2
DR_22299,641,2691,2,3
DR_56487,844,5288,2,3
DR_16202,581,2697,2,1
DR_21513,614,2819,2,2
DR_66587,740,11257,2,2
DR_43723,618,1835,2,2
DR_21546,804,10448,2,2
DR_26034,1651,16985,5,2
DR_31058,1694,9993,5,1
DR_75019,540,1716,2,2
DR_29608,1210,9464,3,1
DR_33582,563,1511,2,2
DR_52567,556,2358,2,2
DR_39660,637,1661,2,2
DR_31269,1680,12449,5,2
DR_48432,671,2596,2,1
DR_27174,1616,11766,4,2
DR_49122,970,19661,4,2
DR_40796,1734,9637,6,1
DR_55561,519,1854,2,2
DR_28052,877,2177,3,2
DR_35081,1012,7885,2,3
DR_57116,557,2016,2,3
DR_60131,1144,4855,4,1
DR_53014,1644,10242,5,2
DR_58524,563,1819,2,1
DR_57009,1702,17161,5,1
DR_6507,1693,39184,5,3
DR_64877,1731,32770,6,1
DR_69130,552,1392,2,1
DR_62124,1702,26504,6,3
DR_61929,1992,30271,6,2
DR_12154,1704,41606,6,1
DR_61651,1711,21755,6,3
DR_26223,1710,18325,5,3
DR_30401,1726,13861,5,2
DR_71439,1776,31331,6,3
DR_53122,1769,30691,6,1
DR_6766,539,2995,2,2
DR_13271,538,2458,2,3
DR_72043,603,3416,2,3
DR_28639,1499,23312,6,2
DR_5465,1451,14106,6,2
DR_24455,1701,23436,6,3
DR_74028,1373,11574,5,3
DR_38912,1675,18094,4,2
DR_29977,1711,20724,5,1
DR_55096,1730,25045,6,1
DR_5257,1944,28557,6,2
DR_68370,1718,16996,5,1
DR_52336,1987,29281,6,2
DR_50097,2032,17801,5,2
DR_40529,2023,18098,5,1
DR_10386,2061,25173,6,1
DR_25460,1704,32358,6,1
DR_73220,1700,28677,6,1
DR_22737,724,2907,2,3
DR_30719,1698,17345,4,1
DR_10947,1802,32308,6,1
DR_6433,1067,11493,3,1
DR_27655,1738,32570,6,3
DR_20579,791,2496,3,3
DR_22447,552,1564,2,2
DR_71542,655,1520,2,2
DR_60423,539,2389,2,3
DR_10073,1431,17068,3,1
DR_53262,1665,32212,6,2
DR_27042,2055,28219,6,1
DR_23901,622,2240,2,2
DR_52053,544,2509,2,1
DR_26177,1553,32063,6,2
DR_16700,507,1879,2,2
DR_7052,660,3765,2,2
DR_60263,558,2963,2,2
DR_50785,993,2309,4,2
DR_46265,582,1881,2,2
DR_36175,543,1167,2,2
DR_61153,937,2036,4,2
DR_47176,528,928,2,2
DR_50769,949,4682,2,2
DR_17251,575,1290,2,2
DR_70767,1296,4588,4,3
DR_33403,650,1998,2,3
DR_14125,956,2465,4,2
DR_40057,878,2082,3,2
DR_28388,1686,27095,6,1
DR_25418,1692,11848,6,3
DR_23382,1706,21081,5,1
DR_73660,547,2298,2,3
DR_48645,590,2036,2,1
DR_64587,576,1970,2,3
DR_60305,741,3034,2,3
DR_7200,1709,23012,6,3
DR_49771,588,2033,2,3
DR_26545,1774,14632,6,1
DR_63325,1660,10029,5,2
DR_32133,1710,13332,5,1
DR_44326,584,1048,2,3
DR_24789,2024,16266,4,2
DR_4750,522,2232,2,3
DR_69753,1786,30278,6,1
DR_14179,1667,26846,6,2
DR_39133,2033,35699,6,1
DR_34451,991,21324,3,2
DR_21672,1756,23906,5,1
DR_59064,2085,26585,5,1
DR_13134,1723,42357,6,1
DR_58155,606,2798,2,3
DR_52497,622,3256,2,1
DR_74610,1698,14977,5,1
DR_60755,1666,32760,6,1
DR_42983,1750,19100,6,1
DR_45967,1649,10405,5,3
DR_42893,573,2412,2,2
DR_59324,1892,17632,4,1
DR_39811,1723,27372,6,1
DR_23551,1715,14252,5,1
DR_37081,2056,18631,5,1
DR_67231,2046,22551,6,1
DR_64245,638,1563,2,2
DR_43418,2017,26227,6,1
DR_17359,1690,22135,6,3
DR_17192,557,1634,2,1
DR_34491,1978,10579,5,1
DR_29565,2019,23465,6,3
DR_4756,2043,18505,6,1
DR_50045,617,3077,2,1
DR_56165,573,1914,2,3
DR_53402,529,1410,2,2
DR_21247,1125,2596,4,1
DR_19715,1725,19076,5,1
DR_36506,581,1928,2,3
DR_26440,580,2320,2,3
DR_35309,890,19320,3,2
DR_29226,1975,39424,7,2
DR_28183,1025,4093,3,2
DR_6875,1732,27383,6,1
DR_27344,610,2723,2,2
DR_44233,1715,15148,5,1
DR_30526,847,3047,2,2
DR_63091,607,4258,2,2
DR_31504,560,1328,2,2
DR_21980,930,10389,2,2
DR_68536,741,1584,3,2
DR_60177,561,2707,2,2
DR_64931,544,1268,2,2
DR_10099,562,2308,2,1
DR_59283,577,1496,2,2
DR_23072,1242,12981,2,2
DR_67143,640,2290,2,2
DR_45357,720,3875,2,2
DR_51293,572,2979,2,2
DR_43736,606,1938,2,2
DR_60042,551,1869,2,2
DR_54813,548,2455,2,3
DR_43730,504,2017,2,1
DR_39212,574,1532,2,2
DR_50033,624,1684,2,2
DR_20803,1717,35485,6,1
DR_36328,578,2592,2,3
DR_45004,558,2208,2,3
DR_34378,550,2494,2,1
DR_63046,554,1648,2,2
DR_46865,530,2573,2,1
DR_40887,551,2551,2,3
DR_57780,564,2356,2,3
DR_37411,625,2245,2,2
DR_17469,638,2546,2,1
DR_67544,587,1908,2,1
DR_63300,549,1788,2,2
DR_26873,563,1717,2,2
DR_67886,522,1546,2,1
DR_67539,570,1815,2,1
DR_64906,609,2572,2,3
DR_16159,654,4819,2,1
DR_57570,1265,16849,3,1
DR_40517,566,2005,2,3
DR_49489,535,1904,2,2
DR_44858,640,2295,2,3
DR_10784,578,2405,2,3
DR_71315,552,1611,2,2
DR_62788,579,1972,2,2
DR_47414,545,1814,2,3
DR_38873,2022,25566,6,2
DR_5306,1381,6466,6,3
DR_24470,1602,8972,5,2
DR_60523,1695,27367,6,2
DR_32547,529,1601,2,2
DR_17164,518,1143,2,3
DR_70810,1726,25395,6,2
DR_67876,688,3274,2,3
DR_47365,1985,26239,5,2
DR_25665,1695,27148,6,1
DR_58546,2036,19120,5,1
DR_56340,1696,11336,5,3
DR_67962,1703,29021,6,2
DR_46000,568,1961,2,3
DR_7328,771,3990,2,3
DR_51631,726,3238,2,3
DR_37809,560,1480,2,3
DR_45784,869,3152,3,3
DR_15717,1373,11536,2,3
DR_34810,652,3268,2,2
DR_30026,670,2809,2,3
DR_6057,1707,37321,6,2
DR_4593,1110,9092,2,2
DR_16750,903,3050,3,2
DR_28476,598,1903,2,2
DR_56059,639,2722,2,2
DR_47115,634,3935,2,2
DR_71388,1012,1529,4,2
DR_37036,602,1655,2,1
DR_41126,571,2250,2,2
DR_19345,562,2199,2,2
DR_64716,646,3045,2,2
DR_10142,624,2924,2,2
DR_51351,571,2778,2,2
DR_31452,934,16281,3,2
DR_44401,574,2111,2,2
DR_12644,944,2493,4,2
DR_56206,609,2321,2,1
DR_49426,586,2108,2,2
DR_35855,618,1922,2,2
DR_40370,584,982,2,2
DR_33701,589,2473,2,2
DR_32143,589,1797,2,2
DR_54727,553,1967,2,3
DR_48755,625,3315,2,2
DR_40254,565,2073,2,2
DR_71574,607,1443,2,2
DR_15628,571,1999,2,3
DR_32282,624,3018,2,3
DR_39257,677,2279,2,3
DR_13801,652,1768,2,2
DR_70323,624,2903,2,1
DR_72488,885,3332,3,1
DR_68571,579,2208,2,1
DR_61721,628,2346,2,1
DR_60766,782,2742,2,2
DR_7521,568,2738,2,2
DR_32920,578,1462,2,2
DR_50573,792,4722,2,3
DR_64756,588,2525,2,2
DR_50334,716,3444,2,2
DR_17272,578,2731,2,1
DR_14265,938,10833,2,2
DR_72444,562,1891,2,1
DR_20532,786,2225,3,2
DR_19119,506,1726,2,1
DR_34209,501,1323,2,2
DR_58011,517,531,2,2
DR_73360,525,1518,2,2
DR_20047,1032,2794,4,2
DR_33758,1065,10704,3,1
DR_62581,748,4606,3,1
DR_32652,1866,31050,6,1
DR_70548,534,1434,2,2
DR_34188,667,3639,2,2
DR_25553,487,897,2,2
DR_33921,546,2691,2,2
DR_29433,592,2070,2,3
DR_31463,796,2914,3,1
DR_27210,1237,6483,2,2
DR_32335,552,2098,2,2
DR_28119,573,2022,2,2
DR_68169,581,2305,2,2
DR_69558,1233,16635,2,2
DR_64912,534,1774,2,2
DR_50248,561,2128,2,2
DR_36643,914,3145,4,2
DR_27659,976,2930,3,2
DR_30856,514,2702,2,1
DR_63638,517,1806,2,2
DR_51932,581,2339,2,2
DR_71023,578,1664,2,2
DR_53916,583,1771,2,2
DR_73115,536,1442,2,2
DR_38023,791,2152,3,2
DR_21851,571,2768,2,2
DR_59696,565,2509,2,3
DR_60981,504,2289,2,2
DR_12721,590,2513,2,2
DR_54911,553,2001,2,3
DR_29922,549,2045,2,2
DR_16709,575,2527,2,2
DR_43520,526,1605,2,2
DR_19830,554,2592,2,2
DR_21410,581,2483,2,2
DR_5564,572,1819,2,3
DR_64202,584,1992,2,3
DR_56694,561,2298,2,3
DR_33985,610,2420,2,3
DR_68736,512,1765,2,3
DR_44030,544,1593,2,3
DR_25341,583,2464,2,3
DR_70001,569,1772,2,2
DR_64792,559,2935,2,2
DR_59755,583,1637,2,2
DR_27457,598,2425,2,3
DR_34412,544,2525,2,3
DR_14288,1744,21982,5,2
DR_73331,871,5076,3,3
DR_37352,1697,35770,6,1
DR_4308,1717,18157,6,1
DR_49383,1074,11130,2,3
DR_63933,1701,21067,6,1
DR_33285,615,2896,2,2
DR_23040,1728,14474,5,1
DR_24976,584,1756,2,3
DR_30905,1691,13837,6,2
DR_10463,2105,26594,5,1
DR_62539,1733,15843,6,2
DR_65023,1137,3518,4,2
DR_37272,513,1662,2,2
DR_29175,536,1964,2,3
DR_35772,601,2494,2,1
DR_43714,496,1475,2,1
DR_20627,611,1789,2,1
DR_15663,1841,33111,6,1
DR_40262,646,2447,2,1
DR_4255,569,1669,2,1
DR_46387,579,2547,2,2
DR_45898,1172,11912,2,1
DR_68045,632,2046,2,1
DR_42225,538,1504,2,1
DR_30677,756,6434,2,1
DR_74322,550,1652,2,1
DR_75002,669,1923,2,2
DR_40192,640,2163,2,2
DR_5014,1703,19705,5,1
DR_33273,549,2681,2,2
DR_4803,589,2053,2,2
DR_50877,598,2748,2,2
DR_71675,575,2290,2,2
DR_18766,1624,15214,5,2
DR_49108,550,1697,2,2
DR_67124,655,2554,2,2
DR_13500,1263,10863,2,2
DR_72027,890,3212,4,2
DR_64250,570,2443,2,2
DR_60334,1654,18555,4,2
DR_33755,560,1850,2,2
DR_68563,750,1611,3,2
DR_47101,495,1634,2,2
DR_27486,546,1809,2,2
DR_65517,1685,35168,5,2
DR_45823,619,1931,2,2
DR_70316,577,1806,2,3
DR_57544,564,1697,2,3
DR_30512,1697,16995,6,1
DR_67329,1719,13089,5,2
DR_31810,611,1927,2,3
DR_59137,1665,26491,6,2
DR_56972,1068,24167,3,3
DR_16258,589,1908,2,3
DR_51013,1680,11783,5,3
DR_37314,1666,18013,6,3
DR_63819,1788,23367,6,2
DR_22562,581,1886,2,2
DR_50232,1467,7419,3,2
DR_36554,549,1928,2,2
DR_11950,1664,24624,6,2
DR_20681,571,2090,2,3
DR_28856,1677,16356,6,1
DR_56376,1954,26194,5,3
DR_20214,1772,31961,6,3
DR_25735,1745,21167,6,1
DR_27594,1020,3274,3,3
DR_55149,1969,27935,6,1
DR_29173,2047,41360,6,2
DR_29850,2035,24625,6,3
DR_61500,2086,27840,6,1
DR_57177,1749,17414,4,1
DR_67850,1758,18602,6,1
DR_22654,1703,16451,5,1
DR_64622,2080,32805,6,2
DR_13284,1901,11975,4,3
DR_40315,1453,18723,6,3
DR_34919,2074,23503,5,1
DR_68645,2032,27354,6,2
DR_64280,1718,20927,6,1
DR_47248,2060,17591,5,1
DR_55916,1686,29255,6,3
DR_29563,1850,12941,5,2
DR_36254,1697,10282,6,3
DR_42644,518,1653,2,2
DR_24530,578,2198,2,3
DR_69969,553,2172,2,2
DR_35354,872,2497,3,2
DR_23936,660,2737,2,3
DR_30803,664,2429,2,3
DR_54067,1764,16007,5,3
DR_57090,961,2847,3,2
DR_45249,572,1223,2,2
DR_35030,979,2405,3,2
DR_59879,636,2194,2,2
DR_70260,582,2078,2,2
DR_53720,1673,15165,5,2
DR_47175,1773,14712,4,1
DR_19137,495,1544,2,2
DR_10408,553,1548,2,2
DR_74101,520,1392,2,2
DR_4768,523,147,2,2
DR_29081,1657,26214,6,2
DR_59625,548,2481,2,2
DR_54008,677,3018,2,2
DR_58404,917,8405,3,2
DR_51157,578,1718,2,2
DR_68035,635,3193,2,2
DR_19591,980,2606,3,3
DR_44161,1697,10877,5,3
DR_18744,840,3020,3,2
DR_7313,1652,12444,5,3
DR_31978,1662,18803,6,3
DR_57634,577,1606,2,3
DR_66336,563,1404,2,2
DR_25278,628,1966,2,1
DR_57885,1694,12509,5,2
DR_42348,1741,13561,6,2
DR_38100,1729,24720,6,1
DR_55985,1700,16842,6,1
DR_5233,1785,12473,6,2
DR_19746,1698,27918,6,1
DR_48370,754,2950,2,3
DR_17227,1725,23508,6,1
DR_13630,1966,19322,5,3
DR_33194,1990,17692,6,1
DR_31794,1674,23003,6,2
DR_65171,1738,28763,6,3
DR_63459,1700,20377,6,1
DR_28651,2054,35793,6,1
DR_59860,1855,29142,6,1
DR_20589,1669,9017,4,3
DR_30135,1711,12464,6,2
DR_40631,1582,11485,6,3
DR_22774,2005,27872,6,3
DR_70957,2040,23702,6,1
DR_26382,1932,18898,6,1
DR_24072,1712,13796,5,1
DR_30266,1729,21075,5,1
DR_11988,1990,12654,5,1
DR_37603,1739,28661,6,2
DR_18270,2030,23976,5,1
DR_19422,1692,32054,6,3
DR_51928,660,2336,2,3
DR_72322,716,3091,2,2
DR_33990,2010,22961,6,2
DR_66626,827,3665,2,2
DR_24877,528,1935,2,3
DR_36856,860,4329,2,3
DR_30359,1073,9333,2,3
DR_54161,875,12081,2,3
DR_45936,1840,16062,6,2
DR_20486,542,1690,2,3
DR_16662,614,3316,2,2
DR_25094,1931,39103,6,2
DR_65219,2031,34376,7,2
DR_29493,1716,17002,6,2
DR_52776,522,1598,2,2
DR_73947,996,8970,2,2
DR_16335,622,2422,2,2
DR_68312,1750,34236,5,1
DR_37046,1016,2733,4,2
DR_54394,1700,11224,5,2
DR_49871,976,11501,2,1
DR_42732,645,2800,2,2
DR_16400,570,1693,2,2
DR_60822,990,4708,2,2
DR_33699,519,844,2,2
DR_57247,1617,26744,6,2
DR_33369,561,865,2,2
DR_56715,510,1294,2,2
DR_20756,928,8538,3,2
DR_70111,505,1118,2,2
DR_73090,514,1659,2,3
DR_19295,594,1349,2,2
DR_49043,1125,2348,4,2
DR_36127,675,2278,2,2
DR_34537,521,1175,2,2
DR_63981,537,1117,2,2
DR_37514,1257,3626,4,3
DR_10259,1674,11381,5,3
DR_44000,1694,14059,5,3
DR_4280,847,1791,3,2
DR_4967,1765,18503,5,1
DR_52331,950,2202,4,2
DR_45505,1428,10884,3,3
DR_49193,1953,24979,6,3
DR_36467,1297,3186,4,2
DR_40413,1698,8311,4,2
DR_25010,1700,15079,6,3
DR_27713,1271,2935,3,2
DR_38318,1857,21172,6,2
DR_64832,176,252,2,2
DR_72509,1994,25780,5,2
DR_69984,1770,16043,6,2
DR_58306,564,1441,2,2
DR_59611,656,2393,2,3
DR_34583,647,3011,2,2
DR_32696,1713,14761,5,1
DR_44632,1694,13364,5,2
DR_58687,1721,35236,6,2
DR_52759,581,2615,2,2
DR_52620,2021,19890,5,1
DR_19350,548,2233,2,3
DR_52781,1720,35612,6,2
DR_63506,2027,22032,5,2
DR_42354,2022,18689,6,2
DR_16090,2038,20208,5,1
DR_15811,1396,13489,6,3
DR_64240,1039,11720,3,3
DR_73327,1731,20909,6,1
DR_10434,1907,9108,5,1
DR_52539,2028,41230,7,1
DR_33023,2083,18937,5,1
DR_4943,1714,26457,5,2
DR_33081,448,1652,2,2
DR_45550,1673,12853,4,2
DR_63759,578,1836,2,3
DR_54140,1643,26418,6,3
DR_56621,1223,9995,2,3
DR_69423,745,2829,2,3
DR_65536,1755,26949,6,1
DR_61352,909,14082,3,2
DR_56421,1747,30202,6,2
DR_38558,516,1698,2,3
DR_39926,1708,14643,6,2
DR_71340,1788,28558,6,2
DR_36825,920,3571,3,2
DR_10404,994,18384,3,2
DR_70879,1586,17672,4,2
DR_16215,578,1813,2,2
DR_52886,724,3273,2,2
DR_41034,1712,20510,6,1
DR_30370,745,2302,2,2
DR_21033,855,1375,4,2
DR_13552,889,1158,4,2
DR_16500,763,3232,2,2
DR_31564,1680,11897,5,2
DR_43919,750,2526,2,2
DR_45331,582,2387,2,1
DR_47672,1240,3148,3,1
DR_37814,592,1282,2,3
DR_55520,1683,11477,5,2
DR_14912,518,1305,2,2
DR_62860,538,1363,2,2
DR_57727,560,1675,2,1
DR_30540,582,1661,2,3
DR_22956,2023,26328,7,2
DR_70758,1728,9578,5,2
DR_66510,540,1937,2,3
DR_18330,526,1579,2,3
DR_14978,533,1385,2,3
DR_10156,879,2570,4,2
DR_51840,548,1495,2,3
DR_40689,1710,10422,5,1
DR_51028,1673,21518,6,3
DR_68441,615,2337,2,3
DR_54022,541,2343,2,3
DR_10218,1002,2752,4,1
DR_36382,580,1072,2,2
DR_60976,1712,18412,4,2
DR_60471,1948,14700,5,3
DR_61835,1719,26392,6,1
DR_67193,752,1850,2,3
DR_18405,1694,20483,5,3
DR_21245,626,1950,2,3
DR_42780,652,2727,2,3
DR_49758,1751,21145,5,1
DR_69715,554,1863,2,3
DR_70744,559,2059,2,3
DR_30029,1702,32015,6,1
DR_71427,544,1668,2,2
DR_22329,1735,17848,6,2
DR_35456,1711,22523,6,2
DR_20501,2065,23512,5,3
DR_53843,2002,11343,5,1
DR_61167,975,1384,3,3
DR_49104,1763,28278,6,3
DR_55682,1051,6813,2,3
DR_67570,1706,12045,4,1
DR_63544,1698,25131,6,2
DR_34388,1688,31698,6,3
DR_26883,595,2373,2,3
DR_71012,1039,4946,4,3
DR_66226,1701,16122,5,2
DR_25881,570,2023,2,3
DR_29853,615,1980,2,3
DR_33234,1683,30037,6,3
DR_52770,631,1841,2,2
DR_4291,979,11090,2,3
DR_73108,1704,16309,5,2
DR_43190,613,2610,2,2
DR_28181,624,1930,2,2
DR_21898,941,4358,3,2
DR_70313,664,2875,2,2
DR_67741,547,2296,2,2
DR_34544,508,2324,2,2
DR_26008,1680,13856,4,2
DR_25307,552,2175,2,2
DR_52657,1060,11205,2,2
DR_58389,546,2461,2,2
DR_37737,561,1720,2,2
DR_22954,540,1903,2,2
DR_62690,555,2952,2,2
DR_33698,538,2157,2,2
DR_10703,564,1964,2,3
DR_64944,524,1754,2,2
DR_67848,570,1598,2,1
DR_43971,595,2254,2,3
DR_15322,542,2393,2,1
DR_57046,551,2049,2,2
DR_46433,568,1900,2,3
DR_50003,907,2088,3,2
DR_53478,574,1913,2,1
DR_55854,556,2103,2,3
DR_31413,530,2017,2,1
DR_37432,599,1317,2,3
DR_40377,577,1691,2,3
DR_14925,560,2324,2,3
DR_32834,594,2293,2,1
DR_58559,751,3365,2,1
DR_73123,568,2493,2,3
DR_56072,485,1183,2,3
DR_10840,615,2353,2,3
DR_28534,558,1980,2,2
DR_39103,1104,4009,4,3
DR_72680,629,3285,2,1
DR_5434,580,2174,2,2
DR_30485,627,2687,2,2
DR_67015,578,2411,2,2
DR_62745,932,3764,4,1
